tokens,pos_tags
"['how', 'much', 'de', 'dey', '||', 'how', 'much', '||', 'how', 'much', 'de', 'dey', 'give', 'una', 'for', 'una', 'bill', '?//']","[11, 12, 5, 8, 1, 11, 12, 1, 11, 12, 5, 8, 6, 5, 7, 5, 3, 1]"
"['ah', 'my', 'sister', '<', 'na', 'seven', 'thousand', 'o', '!//']","[0, 5, 3, 1, 8, 9, 9, 10, 1]"
"['Jesus', '!//']","[14, 1]"
"['seven', 'thousand', 'for', 'di', 'light', 'wey', 'we', 'no', 'dey', 'see', '?//']","[9, 9, 7, 2, 3, 4, 5, 10, 8, 6, 1]"
"['na', 'so', 'o', '!//']","[8, 11, 10, 1]"
"['ah', 'dese', 'people', '<', 'eh', 'de', 'no', 'go', 'kill', 'person', 'o', '!//']","[0, 2, 3, 1, 0, 5, 10, 8, 6, 3, 10, 1]"
"['my', 'sister', 'toh', '//']","[5, 3, 0, 1]"
"['toh', 'how', 'you', 'dey', 'manage', 'now', '?//']","[0, 11, 5, 8, 6, 11, 1]"
"['how', 'your', 'business', '?//']","[11, 5, 3, 1]"
"['my', 'sister', '<', 'I', 'dey', 'manage', 'am', '//']","[5, 3, 1, 5, 8, 6, 5, 1]"
"['thank', 'God', '!//']","[6, 14, 1]"
"['eyah', 'God', 'go', 'help', 'us', '//']","[0, 14, 8, 6, 5, 1]"
"['amen', 'o', '!//']","[0, 10, 1]"
"['toh', 'e', 'get', 'one', '&//']","[0, 5, 6, 2, 1]"
"['e', 'get', 'one', 'soup', 'like', 'dat', 'wey', 'Mama', 'Maro', 'bin', 'teach', 'me', '//']","[5, 6, 2, 3, 7, 5, 4, 14, 14, 8, 6, 5, 1]"
"['di', 'soup', 'make', 'sense', '//']","[2, 3, 6, 3, 1]"
"['I', 'hear', 'sey', '[', 'na', 'Ibo', 'soup', ']', '//']","[5, 6, 4, 1, 8, 14, 3, 1, 1]"
"['ehn', '?//']","[0, 1]"
"['ehn', '?//']","[0, 1]"
"['ehn', '!//']","[0, 1]"
"['I', 'know', 'sey', '[', 'you', 'go', 'like', 'am', ']', '//']","[5, 6, 4, 1, 5, 8, 6, 5, 1, 1]"
"['teach', 'me', 'too', 'now', '//']","[6, 5, 11, 11, 1]"
"['shebi', 'you', 'know', 'banga', 'soup', '?//']","[11, 5, 6, 3, 3, 1]"
"['I', 'know', 'banga', 'soup', '//']","[5, 6, 3, 3, 1]"
"['ehn', 'na', 'di', 'soup', '//']","[0, 8, 2, 3, 1]"
"['okay', '!//']","[0, 1]"
"['so', ""it's"", 'like', 'I', 'go', 'come', '||', '{', 'me', '|c', 'and', 'you', '}', '{', 'go', '||', 'go', '}', 'do', 'am', '//']","[11, 8, 7, 5, 8, 6, 1, 1, 5, 1, 13, 5, 1, 1, 8, 1, 8, 1, 6, 5, 1]"
"['okay', '!//']","[0, 1]"
"['di', 'soup', 'go', 'make', 'sense', '//']","[2, 3, 8, 6, 3, 1]"
"['you', 'go', 'like', 'am', '{', 'well', '|r', 'well', '}', '//']","[5, 8, 6, 5, 1, 11, 1, 11, 1, 1]"
"['okay', '!//']","[0, 1]"
"['abi', 'meh', 'I', 'give', 'you', '//']","[13, 8, 5, 6, 5, 1]"
"['so', '&//']","[11, 1]"
"['like', 'you', 'fit', 'tell', 'me', 'how', 'de', 'take', 'dey', '&//']","[7, 5, 8, 6, 5, 11, 5, 6, 8, 1]"
"['you', 'know', 'how', 'de', 'take', 'dey', 'cook', 'di', 'soup', '?//']","[5, 6, 11, 5, 6, 8, 6, 2, 3, 1]"
"['ah', '{', 'my', 'sister', '||', 'my', 'junior', 'sister', '}', 'bin', 'teach', 'me', 'how', 'de', 'take', 'dey', 'cook', 'am', 'o', '//']","[0, 1, 5, 3, 1, 5, 12, 3, 1, 8, 6, 5, 11, 5, 6, 8, 6, 5, 10, 1]"
"['you', 'fit', 'tell', 'me', 'small', '?//']","[5, 8, 6, 5, 12, 1]"
"['e', 'say', '&//']","[5, 6, 1]"
"['eh', 'e', 'say', '[', 'you', 'go', 'parboil', 'di', 'banga', '//]', '//']","[0, 5, 6, 1, 5, 8, 6, 2, 3, 1, 1]"
"['ehen', '//']","[0, 1]"
"['after', 'you', 'parboil', 'am', '<', 'you', 'go', 'come', 'pound', 'am', '//']","[7, 5, 6, 5, 1, 5, 8, 8, 6, 5, 1]"
"['yes', '?//']","[0, 1]"
"['when', 'you', 'pound', 'am', '<+', 'you', 'filter', 'am', '//']","[4, 5, 6, 5, 1, 5, 6, 5, 1]"
"['den', 'you', 'put', 'eh', 'your', 'ingredient', 'inside', '//']","[11, 5, 6, 0, 5, 3, 7, 1]"
"['na', 'so', '>+', '{', 'my', 'teacher', '||', 'my', 'sister', '}', 'take', 'teach', 'me', '//']","[8, 11, 1, 1, 5, 3, 1, 5, 3, 1, 6, 6, 5, 1]"
"['okay', 'na', 'so', '//']","[0, 8, 11, 1]"
"['you', 'dey', 'like', '&//']","[5, 8, 6, 1]"
"['{', 'you', 'ch~', '||', 'which', '||', 'as', 'in', 'which', 'food', '}', '||', 'like', 'which', 'swallow', 'you', 'dey', 'use', 'like', 'to', 'eat', 'am', '?//']","[1, 5, 1, 1, 2, 1, 7, 7, 2, 3, 1, 1, 7, 2, 3, 5, 8, 6, 7, 7, 6, 5, 1]"
"['hey', 'my', 'sister', '<', 'I', 'dey', 'like', '&//']","[0, 5, 3, 1, 5, 8, 6, 1]"
"['na', 'starch', '|c', 'or', 'na', 'eba', '?//']","[8, 3, 1, 13, 8, 3, 1]"
"['I', 'dey', 'like', 'starch', '{', 'well', '|r', 'well', '}', '//']","[5, 8, 6, 3, 1, 11, 1, 11, 1, 1]"
"['oh', 'confirm', '!//']","[0, 6, 1]"
"['starch', 'hm', '<', 'na', 'starch', '>+', 'I', 'dey', 'like', '//']","[3, 0, 1, 8, 3, 1, 5, 8, 6, 1]"
"['hehe', '//']","[0, 1]"
"['{', 'na', 'f~', '||', 'na', 'starch', '}', '>+', 'dey', 'go', 'well', '//']","[1, 8, 1, 1, 8, 3, 1, 1, 8, 6, 11, 1]"
"['ehn', 'na', 'dat', 'one', '>+', 'I', 'dey', 'like', 'pass', '//']","[0, 8, 2, 3, 1, 5, 8, 6, 6, 1]"
"['okay', 'now', '!//']","[0, 11, 1]"
"['toh', '//']","[0, 1]"
"['dis', 'morning', '<', 'wetin', 'you', 'eat', 'before', 'you', 'come', 'here', '?//']","[2, 3, 1, 5, 5, 6, 7, 5, 6, 11, 1]"
"['ah', 'my', 'sister', 'o', '<', 'mtschew', 'toh', 'I', 'eat', 'eba', 'o', '!//']","[0, 5, 3, 10, 1, 0, 0, 5, 6, 3, 10, 1]"
"['hey', 'eba', '?//']","[0, 3, 1]"
"['hehe', 'why', 'you', 'no', 'drink', 'tea', '?//']","[0, 11, 5, 10, 6, 3, 1]"
"['hm', 'my', 'sister', '<', 'I', 'no', 'dey', 'too', 'like', 'tea', '//']","[0, 5, 3, 1, 5, 10, 8, 11, 6, 3, 1]"
"['okay', '//']","[0, 1]"
"['who', 'sha', '?//']","[5, 10, 1]"
"['na', 'swallow', '>+', 'I', 'like', 'pass', '//']","[8, 3, 1, 5, 6, 6, 1]"
"['okay', 'wetin', 'you', 'eat', 'before', 'you', 'sleep', 'for', 'di', 'night', '?//']","[0, 5, 5, 6, 7, 5, 6, 7, 2, 3, 1]"
"['ah', 'well', 'my', 'sister', '<', 'I', 'just', 'take', 'small', 'rice', '//']","[0, 11, 5, 3, 1, 5, 11, 6, 12, 3, 1]"
"['okay', '//']","[0, 1]"
"['hm', '//']","[0, 1]"
"['hope', 'sey', '[', 'di', 'rice', 'sweet', 'sha', ']', '?//']","[6, 4, 1, 2, 3, 12, 10, 1, 1]"
"['e', 'sweet', 'aha', '!//']","[5, 12, 0, 1]"
"['okay', '//']","[0, 1]"
"['so', '<', '{', 'any', '||', 'any', 'news', '}', '?//']","[11, 1, 1, 2, 1, 2, 3, 1, 1]"
"['you', 'hear', 'any', 'news', 'for', 'area', '?//']","[5, 6, 2, 3, 7, 3, 1]"
"['ah', 'my', 'sis~', '&//']","[0, 5, 1, 1]"
"['concerning', 'dis', 'our', 'NEPA', 'issue', '<', 'I', 'bin', 'hear', 'sey', '[', 'de', 'say', '[', 'de', 'wan', 'come', 'cut', 'light', 'tomorrow', ']', ']', '//']","[6, 2, 5, 14, 3, 1, 5, 8, 6, 4, 1, 5, 6, 1, 5, 6, 6, 6, 3, 3, 1, 1, 1]"
"['my', 'sister', '<', 'na', 'so', '>+', 'I', 'hear', 'am', 'o', '//']","[5, 3, 1, 8, 11, 1, 5, 6, 5, 10, 1]"
"['de', 'say', '[', 'de', 'wan', 'come', 'cut', 'light', 'tomorrow', '//]', '//']","[5, 6, 1, 5, 6, 6, 6, 3, 3, 1, 1]"
"['abeg', 'o', '!//']","[0, 10, 1]"
"['make', 'dese', 'people', 'no', 'come', 'o', 'because', 'we', 'don', 'tire', 'for', 'dem', '!//']","[8, 2, 3, 10, 6, 10, 4, 5, 8, 6, 7, 5, 1]"
"['me', 'masef', '<', 'I', 'no', 'even', 'get', 'money', 'to', 'pay', '//']","[5, 10, 1, 5, 10, 11, 6, 3, 7, 6, 1]"
"['hey', 'dis', 'one', 'na', 'wahala', 'o', '//']","[0, 2, 3, 8, 3, 10, 1]"
"['dis', 'one', 'wey', '{', 'everywhere', 'dry', '|c', 'no', 'money', '}', '//']","[2, 3, 4, 1, 11, 12, 1, 10, 3, 1, 1]"
"['I', 'just', 'pray', 'make', 'dem', 'no', 'come', '//']","[5, 11, 6, 8, 5, 10, 6, 1]"
"['ah', 'abeg', 'o', '!//']","[0, 0, 10, 1]"
"['make', 'dem', 'no', 'come', '!//']","[8, 5, 10, 6, 1]"
"['because', 'if', 'de', 'come', '<', 'dat', 'means', 'na', 'all', 'di', 'whole', 'area', '>+', 'dem', 'go', 'cut', 'deir', 'light', 'o', '//']","[4, 4, 5, 6, 1, 5, 6, 8, 2, 2, 12, 3, 1, 5, 8, 6, 5, 3, 10, 1]"
"['na', 'so', '//']","[8, 11, 1]"
"['because', 'people', '{', 'no', '||', 'no', '}', 'money', '//']","[4, 3, 1, 10, 1, 10, 1, 3, 1]"
"['because', 'no', 'money', '//']","[4, 2, 3, 1]"
"['and', 'we', 'no', 'dey', 'see', 'light', '//']","[13, 5, 10, 8, 6, 3, 1]"
"['at', 'all', '!//']","[7, 2, 1]"
"['ah', 'abeg', 'kai', '!//']","[0, 0, 0, 1]"
"['hm', 'meh', 'NEPA', 'no', 'try', 'us', 'o', '!//']","[0, 8, 14, 10, 6, 5, 10, 1]"
"['I', 'no', 'sure', 'sey', '[', 'dem', 'go', 'even', 'come', 'sef', ']', '//']","[5, 10, 12, 4, 1, 5, 8, 11, 6, 10, 1, 1]"
"['haha', '//']","[0, 1]"
"['madam', '<', 'I', 'wan', 'make', '{', 'me', '|c', 'and', 'you', '}', 'go', 'market', 'next', 'market', 'day', '//']","[3, 1, 5, 6, 8, 1, 5, 1, 13, 5, 1, 6, 3, 12, 3, 3, 1]"
"['okay', '!//']","[0, 1]"
"['Gwagwalada', 'Market', '|c', 'abi', 'Kwali', '?//']","[14, 3, 1, 13, 14, 1]"
"['we', 'go', 'first', 'go', 'Kw~', '//']","[5, 8, 11, 6, 1, 1]"
"['which', 'day', 'be', 'Kwali', 'market', '?//']","[2, 3, 6, 14, 3, 1]"
"['hm', 'na', 'tomorrow', '//']","[0, 8, 3, 1]"
"['tomorrow', '?//']","[3, 1]"
"['ehn', '!//']","[0, 1]"
"['ah', 'we', 'go', 'try', 'go', 'o', '//']","[0, 5, 8, 6, 6, 10, 1]"
"['wetin', 'you', 'wan', 'go', 'buy', 'now', '?//']","[5, 5, 6, 6, 6, 11, 1]"
"['e', 'get', 'some', 'kind', '&//']","[5, 6, 2, 12, 1]"
"['I', 'wan', 'go', 'buy', 'shop', 'tins', '//']","[5, 6, 6, 6, 3, 3, 1]"
"['mtschew', 'e', 'get', 'some', 'kind', 'tins', 'wey', 'I', 'need', 'for', 'my', 'shop', '//']","[0, 5, 6, 2, 3, 3, 4, 5, 6, 7, 5, 3, 1]"
"['I', 'wan', 'make', '{', 'me', '|c', 'and', 'you', '}', 'go', '//']","[5, 6, 8, 1, 5, 1, 13, 5, 1, 6, 1]"
"['like', 'what', '?//']","[7, 5, 1]"
"['like', 'shampoo', '//']","[7, 3, 1]"
"['because', 'you', 'no', 'go', 'see', 'provision', 'dere', 'o', '//']","[4, 5, 10, 8, 6, 3, 11, 10, 1]"
"['eh', 'na', 'true', 'o', '//']","[0, 8, 12, 10, 1]"
"['I', 'fit', 'see', '{', 'shampoo', '|c', 'and', 'attach', '}', 'ba', '?//']","[5, 8, 6, 1, 3, 1, 13, 3, 1, 10, 1]"
"['my', 'sister', '<', 'you', 'no', 'go', 'see', 'o', '!//']","[5, 3, 1, 5, 10, 8, 6, 10, 1]"
"['na', 'food', 'product', '>+', 'dey', 'dere', '//']","[8, 3, 3, 1, 6, 11, 1]"
"['food', 'product', '?//']","[3, 3, 1]"
"['ah', '!//']","[0, 1]"
"['toh', '//']","[0, 1]"
"['dat', 'means', 'wo~', '//']","[5, 6, 1, 1]"
"['if', 'we', 'go', 'toh', '<', 'we', 'would', 'just', 'buy', 'tins', 'wey', 'we', 'go', 'take', 'cook', 'some', 'kind', 'soup', '//']","[4, 5, 6, 0, 1, 5, 8, 11, 6, 3, 4, 5, 8, 6, 6, 2, 3, 3, 1]"
"['okay', 'now', '//']","[0, 11, 1]"
"['when', 'I', 'wan', 'go', '<+', 'I', 'go', 'come', 'call', 'you', '//']","[4, 5, 6, 6, 1, 5, 8, 6, 6, 5, 1]"
"['okay', 'no', 'wahala', '!//']","[0, 10, 3, 1]"
"['I', 'go', 'house', 'dey', 'wait', 'you', '//']","[5, 6, 3, 8, 6, 5, 1]"
"['no', 'problem', 'now', '!//']","[10, 3, 11, 1]"
"['me', 'too', '<', 'mey', 'I', 'go', 'hustle', 'for', 'money', 'so', 'dat', 'if', 'we', 'go', '<', 'I', 'go', 'buy', 'enough', 'tins', '//']","[5, 11, 1, 8, 5, 6, 6, 7, 3, 4, 5, 4, 5, 6, 1, 5, 8, 6, 12, 3, 1]"
"['no', 'problem', '!//']","[10, 3, 1]"
"['I', 'go', 'call', 'you', '//']","[5, 8, 6, 5, 1]"
"['okay', 'no', 'wahala', '!//']","[0, 10, 3, 1]"
"['dat', 'your', 'number', 'wey', 'give', 'me', '{', 'last', '||', 'eh', 'last', '}', 'week', '<', 'shebi', 'na', 'di', 'number', 'you', 'still', 'dey', 'use', '?//']","[2, 5, 3, 4, 6, 5, 1, 12, 1, 0, 12, 1, 3, 1, 11, 8, 2, 3, 5, 11, 8, 6, 1]"
"['na', 'im', '>+', 'I', 'still', 'dey', 'use', '//']","[8, 5, 1, 5, 11, 8, 6, 1]"
"['X', 'sometime', '<', 'I', 'dey', 'try', 'di', 'number', '//']","[1, 11, 1, 5, 8, 6, 2, 3, 1]"
"['di', 'number', 'no', 'dey', 'go', 'o', '//']","[2, 3, 10, 8, 6, 10, 1]"
"['ayah', 'na', 'network', '//']","[0, 8, 3, 1]"
"['ah', 'dis', 'network', 'again', '!//']","[0, 2, 3, 11, 1]"
"['okay', 'now', '//']","[0, 11, 1]"
"['I', 'go', 'flash', 'you', 'with', 'my', 'number', 'before', 'we', 'leave', 'here', '//']","[5, 8, 6, 5, 7, 5, 3, 7, 5, 6, 11, 1]"
"['no', 'problem', 'now', '!//']","[10, 3, 11, 1]"
"['I', 'dey', 'expect', 'am', '//']","[5, 8, 6, 5, 1]"
"['which', 'church', 'you', 'dey', 'go', 'now', '?//']","[2, 3, 5, 8, 6, 11, 1]"
"['my', 'sister', '<', 'na', 'CAC', '//']","[5, 3, 1, 8, 14, 1]"
"['CAC', '?//']","[14, 1]"
"['hm', '//']","[0, 1]"
"['you', 'don', 'comot', 'for', 'Pathfinders', '?//']","[5, 8, 6, 7, 14, 1]"
"['hm', 'mtschew', 'I', 'don', 'comot', 'jor', '//']","[0, 0, 5, 8, 6, 0, 1]"
"['dey', 'go', 'CAC', 'now', '//']","[8, 6, 14, 11, 1]"
"['eyah', 'how', 'di', 'church', 'now', '?//']","[0, 11, 2, 3, 11, 1]"
"['ah', 'we', 'thank', 'God', '//']","[0, 5, 6, 14, 1]"
"['hope', 'sey', '[', 'de', 'dey', 'preach', 'well', ']', '?//']","[6, 4, 1, 5, 8, 6, 11, 1, 1]"
"['ehn', 'de', 'dey', 'preach', 'well', '//']","[0, 5, 8, 6, 11, 1]"
"['una', 'get', 'any', 'programme', '?//']","[5, 6, 2, 3, 1]"
"['as', 'in', 'any', 'upcoming', 'programme', '?//']","[7, 7, 2, 12, 3, 1]"
"['hm', 'we', 'get', 'eh', '{', 'third', '||', 'di', 'third', 'eh', 'Friday', '||', 'third', 'Friday', '}', 'of', 'di', 'month', '//']","[0, 5, 6, 0, 1, 12, 1, 2, 12, 0, 14, 1, 12, 14, 1, 7, 2, 3, 1]"
"['eh', '//']","[0, 1]"
"['we', 'dey', 'get', 'night', 'vigil', '//']","[5, 8, 6, 3, 3, 1]"
"['okay', 'night', 'vigil', '?//']","[0, 3, 3, 1]"
"['ehn', '!//']","[0, 1]"
"['hope', 'sey', '[', 'di', 'night', 'vigil', 'dey', 'hot', '{', 'well', '|r', 'well', '}', ']', '//']","[6, 4, 1, 2, 3, 3, 6, 12, 1, 11, 1, 11, 1, 1, 1]"
"['ah', 'my', 'sister', '<', 'no', 'be', 'small', 'tin', '!//']","[0, 5, 3, 1, 10, 8, 12, 3, 1]"
"['if', 'you', 'come', '<', 'you', 'come', 'see', '//']","[4, 5, 6, 1, 5, 8, 6, 1]"
"['I', 'go', 'try', 'hm', '//']","[5, 8, 6, 0, 1]"
"['I', 'go', 'try', 'come', '//']","[5, 8, 6, 6, 1]"
"['come', 'now', '!//']","[6, 11, 1]"
"['me', 'too', '<', 'I', 'go', 'invite', 'you', 'for', 'my', 'own', 'o', '!//']","[5, 11, 1, 5, 8, 6, 5, 7, 5, 12, 10, 1]"
"['no', 'problem', '!//']","[10, 3, 1]"
"['we', 'get', 'women', 'programme', '//']","[5, 6, 3, 3, 1]"
"['if', 'you', 'come', '<', 'you', 'go', 'enjoy', 'am', '{', 'well', '|r', 'well', '}', '//']","[4, 5, 6, 1, 5, 8, 6, 5, 1, 11, 1, 11, 1, 1]"
"['no', 'problem', '!//']","[10, 3, 1]"
"['confirm', '!//']","[6, 1]"
"['I', 'go', 'come', '//']","[5, 8, 6, 1]"
"['de', 'will', 'teach', 'you', 'many', 'tins', '//=', 'how', 'to', 'take', 'care', 'of', 'your', 'home', '//=', 'how', 'to', 'cook', 'for', 'your', 'family', '//=', 'in', 'fact', '<', 'how', 'to', 'manage', 'your', 'home', '//']","[5, 8, 6, 5, 12, 3, 1, 11, 7, 6, 3, 7, 5, 3, 1, 11, 7, 6, 7, 5, 3, 1, 7, 3, 1, 11, 7, 6, 5, 3, 1]"
"['eyah', '!//']","[0, 1]"
"['in', 'fact', '<', 'and', 'de', 'will', 'still', 'teach', 'you', 'some', 'kind', 'tins', 'like', 'how', 'to', 'prepare', 'some', 'kind', 'tins', 'for', 'your', 'house', '//']","[7, 3, 1, 13, 5, 8, 11, 6, 5, 2, 12, 3, 7, 11, 7, 6, 2, 12, 3, 7, 5, 3, 1]"
"['eyah', '!//']","[0, 1]"
"['I', 'go', 'come', 'o', '!//']","[5, 8, 6, 10, 1]"
"['you', 'go', 'enjoy', 'am', '{', 'well', '|r', 'well', '}', '//']","[5, 8, 6, 5, 1, 11, 1, 11, 1, 1]"
"['eyah', '!//']","[0, 1]"
"['I', 'dey', 'like', 'dat', 'kind', 'programme', '//']","[5, 8, 6, 2, 12, 3, 1]"
"['ah', 'you', 'go', 'enjoy', 'am', '//']","[0, 5, 8, 6, 5, 1]"
"['I', 'go', 'come', '//']","[5, 8, 6, 1]"
"['I', 'go', 'come', '//']","[5, 8, 6, 1]"
"['{', 'moh', 'we', '||', 'meh', '}', 'we', 'pray', 'meh', 'God', 'keep', 'us', 'till', 'dat', 'day', '//']","[1, 8, 5, 1, 8, 1, 5, 6, 8, 14, 6, 5, 7, 2, 3, 1]"
"['amen', 'o', '>', 'my', 'sister', '!//']","[0, 10, 1, 5, 3, 1]"
"['na', 'so', 'o', '!//']","[8, 11, 10, 1]"
"['thank', 'you', '!//']","[6, 5, 1]"
"['God', 'go', 'help', 'us', '//']","[14, 8, 6, 5, 1]"
"['good', 'morning', '>', 'my', 'people', '//']","[12, 3, 1, 5, 3, 1]"
"['#', 'how', 'una', 'dey', '?//']","[1, 11, 5, 6, 1]"
"['#', 'how', 'your', 'night', '?//']","[1, 11, 5, 3, 1]"
"['#', 'hope', 'sey', '[', 'you', 'sleep', 'well', ']', '//']","[1, 6, 4, 1, 5, 6, 11, 1, 1]"
"['#', 'how', '?//']","[1, 11, 1]"
"['my', 'name', 'na', 'Charity', 'sha', '//']","[5, 3, 8, 14, 10, 1]"
"['#', 'I', 'from', 'Delta', 'State', '//']","[1, 5, 7, 14, 3, 1]"
"['I', 'come', 'from', 'Delta', 'State', '|c', 'but', '#', 'na', 'here', '>+', '{', 'my', 'mama', '|c', 'and', 'my', 'papa', '}', 'born', 'me', '//']","[5, 6, 7, 14, 3, 1, 13, 1, 8, 11, 1, 1, 5, 3, 1, 13, 5, 3, 1, 6, 5, 1]"
"['so', 'na', 'here', '>+', '{', 'I', '||', 'I', '}', 'grow', 'up', 'for', 'Abuja', '//']","[11, 8, 11, 1, 1, 5, 1, 5, 1, 6, 7, 7, 14, 1]"
"['#', 'and', 'my', 'parents', '<', '#', 'de', 'bin', 'carry', 'people', 'home', '//']","[1, 13, 5, 3, 1, 1, 5, 8, 6, 3, 3, 1]"
"['de', 'no', 'dey', 'carry', 'me', 'travel', 'go', 'home', '//']","[5, 10, 8, 6, 5, 6, 6, 3, 1]"
"['#', 'I', 'dey', 'always', '&//']","[1, 5, 8, 11, 1]"
"['na', 'here', '>+', 'I', 'dey', '//']","[8, 11, 1, 5, 6, 1]"
"['na', 'here', '>+', 'I', 'grow', 'up', '//']","[8, 11, 1, 5, 6, 7, 1]"
"['#', 'so', 'na', 'here', '>+', 'I', 'even', 'go', 'my', 'school', '//']","[1, 11, 8, 11, 1, 5, 11, 6, 5, 3, 1]"
"['#', 'but', 'I', 'never', 'finish', 'sha', '//+', '#', 'cause', 'of', '{', 'some', 'kind', '||', 'no', 'money', '}', '//']","[1, 13, 5, 8, 6, 10, 1, 1, 4, 7, 1, 2, 12, 1, 10, 3, 1, 1]"
"['#', 'so', 'I', 'just', 'dey', 'house', '//']","[1, 11, 5, 11, 6, 3, 1]"
"['I', 'con', 'learn', 'hairdressing', '//']","[5, 8, 6, 3, 1]"
"['#', 'so', 'now', '<', 'I', 'dey', 'plait', 'hair', 'for', 'my', 'neighbours', '|c', 'and', '#', 'na', 'dat', 'one', '>+', '{', 'I', 'take', 'dey', 'help', 'mysef', '|c', '#', 'take', 'dey', '{', 'f~', '||', '#', 'fe~', '||', 'get', '}', 'mysef', 'some', 'kind', 'tings', '}', 'because', '#', 'I', 'no', 'dey', 'like', 'to', 'disturb', 'my', 'moder', 'because', 'she', 'too', '<', 'she', 'no', 'get', 'money', '//']","[1, 11, 11, 1, 5, 8, 6, 3, 7, 5, 3, 1, 13, 1, 8, 2, 3, 1, 1, 5, 6, 8, 6, 5, 1, 1, 6, 8, 1, 1, 1, 1, 1, 1, 6, 1, 5, 2, 12, 3, 1, 4, 1, 5, 10, 8, 6, 7, 6, 5, 3, 4, 5, 11, 1, 5, 10, 6, 3, 1]"
"['everybody', 'dey', 'hustle', '//']","[5, 8, 6, 1]"
"['#', 'my', 'dad', '<', '#', 'my', 'fader', 'no', 'dey', 'here', '//']","[1, 5, 3, 1, 1, 5, 3, 10, 6, 11, 1]"
"['im', 'dey', 'for', 'Benin', 'now', 'sha', '//']","[5, 6, 7, 14, 11, 10, 1]"
"['na', 'dere', '>+', 'im', 'dey', 'work', '//']","[8, 11, 1, 5, 8, 6, 1]"
"['#', 'so', '#', 'and', 'again', 'mtschew', '#', 'ehn', 'dis', 'our', 'mtschew', 'Abuja', 'life', '<', 'kai', 'e', 'no', 'too', 'easy', 'o', '//']","[1, 11, 1, 13, 11, 0, 1, 0, 2, 5, 0, 14, 3, 1, 0, 5, 10, 11, 12, 10, 1]"
"['tings', 'hard', 'for', 'here', 'now', '//']","[3, 12, 7, 11, 11, 1]"
"['#', 'tings', 'hard', 'for', 'Naija', '//']","[1, 3, 12, 7, 14, 1]"
"['#', 'no', 'money', '//']","[1, 2, 3, 1]"
"['people', 'dey', 'suffer', '//']","[3, 8, 6, 1]"
"['#', 'in', 'fact', '<', 'tings', 'cost', 'for', 'market', 'die', '//']","[1, 7, 3, 1, 3, 12, 7, 3, 6, 1]"
"['#', 'if', 'you', 'go', 'market', '<', '#', 'tings', '{', 'wey', 'you', 'go', 'fit', 'see', '|c', 'wey', 'you', 'go', 'take', '|c', 'wey', 'you', 'go', 'buy', '}', 'last', 'year', 'of', '#', '(', 'mah', 'say', ')', '#', 'eh', 'two', 'hundred', '<', '#', 'now', 'e', 'don', 'be', '{', 'six', 'hundred', '|c', 'seven', 'hundred', '}', '//']","[1, 4, 5, 6, 3, 1, 1, 3, 1, 4, 5, 8, 8, 6, 1, 4, 5, 8, 6, 1, 4, 5, 8, 6, 1, 12, 3, 7, 1, 1, 8, 6, 1, 1, 0, 9, 9, 1, 1, 11, 5, 8, 8, 1, 9, 9, 1, 9, 9, 1, 1]"
